#Wavenumber (cm^-1);  Spectrum at 300.00 K (cm*km*mol^-1);  Integral (km*mol^-1)
1435.32; 1.1911758; 904.02092613161
1437.36; 1.133837; 906.32932031717
1439.39; 1.0767159; 908.52142099502
1441.43; 1.0194677; 910.59696916952
1443.46; 0.96181028; 912.555131898
1445.50; 0.90362792; 914.39484035813
1447.53; 0.845045; 916.11527904354
1449.57; 0.78645692; 917.71643746259
1451.61; 0.72850719; 919.19961521853
1453.64; 0.6720109; 920.56777141388
1455.68; 0.61783813; 921.82563653397
1457.71; 0.56678235; 922.97955649177
1459.75; 0.5194448; 924.03710127143
1461.79; 0.47616175; 925.00652549786
1463.82; 0.43698916; 925.89619770493
1465.86; 0.40174226; 926.7141102817
1467.89; 0.37007285; 927.46754666268
1469.93; 0.34155865; 928.16293059915
1471.97; 0.31578083; 928.80583311082
1474.00; 0.29237409; 929.4010815328
1476.04; 0.27104634; 929.95290848312
1478.07; 0.25157463; 930.46509270955
1480.11; 0.23378932; 930.94106759294
1482.15; 0.21755674; 931.38399434738
1484.18; 0.20276573; 931.79680786925
1486.22; 0.18931807; 932.18224312197
1488.25; 0.17712005; 932.5428442671
1490.29; 0.16607311; 932.88095477731
1492.32; 0.15606478; 933.19868919529
1494.36; 0.14696414; 933.49789549651
1496.40; 0.13862594; 933.78012594679
1498.43; 0.13090502; 934.04663726782
1500.47; 0.12367743; 934.29843384395
1502.50; 0.11686061; 934.5363519503
1504.54; 0.11042365; 934.76116497625
1506.58; 0.10438207; 934.97367786144
1508.61; 0.098777224; 935.17477976444
1510.65; 0.093647569; 935.3654381323
1512.68; 0.089002428; 935.54663939488
1514.72; 0.084808484; 935.71930214814
1516.76; 0.080994006; 935.88419895447
1518.79; 0.077468583; 936.04191830377
1520.83; 0.074149803; 936.19288090264
1522.86; 0.070985814; 936.33740189315
1524.90; 0.067964874; 936.47577251098
1526.94; 0.065108832; 936.608328473
1528.97; 0.062454288; 936.73548001326
1531.01; 0.06003; 936.85769591306
1533.04; 0.057839978; 936.9754531162
1535.08; 0.055858591; 937.08917638572
1537.11; 0.054038492; 937.1991940927
1539.15; 0.05232681; 937.30572696229
1541.19; 0.050682113; 937.40891137056
1543.22; 0.04908519; 937.50884458104
1545.26; 0.04754002; 937.60563195945
1547.29; 0.046065817; 937.69941798655
1549.33; 0.044684574; 937.79039192348
1551.37; 0.043409801; 937.87877053196
1553.40; 0.042240776; 937.96476910642
1555.44; 0.041163717; 938.04857488079
1557.47; 0.040158117; 938.13033334218
1559.51; 0.03920464; 938.21015060612
1561.55; 0.038290898; 938.28810756975
1563.58; 0.037413042; 938.36427729418
1565.62; 0.036573267; 938.43873731015
1567.65; 0.035775153; 938.51157243375
1569.69; 0.035019388; 938.58286888486
1571.73; 0.034301849; 938.65270448817
1573.76; 0.033614608; 938.72114092975
1575.80; 0.032949059; 938.78822236986
1577.83; 0.032299506; 938.85398137702
1579.87; 0.031665631; 938.91844986838
1581.90; 0.031052901; 938.98167089477
1583.94; 0.030470986; 939.04370719277
1585.98; 0.029930948; 939.10464402012
1588.01; 0.02944227; 939.16458594173
1590.05; 0.029010591; 939.22364900194
1592.08; 0.028636569; 939.28195058472
1594.12; 0.028315864; 939.33959924087
1596.16; 0.02803998; 939.39668621988
1598.19; 0.027797637; 939.453279809
1600.23; 0.027576453; 939.5094230872
1602.26; 0.027364737; 939.56513532964
1604.30; 0.027153194; 939.6204168898
1606.34; 0.026936278; 939.67525682616
1608.37; 0.026712855; 939.72964189357
1610.41; 0.02648596; 939.78356502268
1612.44; 0.026261589; 939.8370313509
1614.48; 0.026046808; 939.89006040393
1616.52; 0.025847692; 939.94268407408
1618.55; 0.025667692; 939.99494128062
1620.59; 0.025506933; 940.04687119516
1622.62; 0.025362623; 940.09850730576
1624.66; 0.025230404; 940.14987423154
1626.70; 0.02510616; 940.20098820738
1628.73; 0.024987638; 940.25186088177
1630.77; 0.024875345; 940.30250493736
1632.80; 0.024772408; 940.35293942173
1634.84; 0.02468343; 940.40319275506
1636.87; 0.02461272; 940.45330212862
1638.91; 0.024562465; 940.50330918778
1640.95; 0.02453147; 940.55325314373
1642.98; 0.024514913; 940.60316339035
1645.02; 0.024505275; 940.65305401488
1647.05; 0.02449423; 940.70292215335
1649.09; 0.024474956; 940.75275105223
1651.13; 0.024444167; 940.80251726631
1653.16; 0.024403209; 940.85220009434
1655.20; 0.024357846; 940.90179056607
1657.23; 0.02431673; 940.95129733039
1659.27; 0.024289014; 941.00074766595
1661.31; 0.024281778; 941.05018327046
1663.34; 0.024298052; 941.09965200824
1665.38; 0.024335954; 941.14919790998
1667.41; 0.024389133; 941.19885208089
1669.45; 0.024448308; 941.24862672584
1671.49; 0.024503368; 941.29851346842
1673.52; 0.024545473; 941.34848593308
1675.56; 0.024568649; 941.39850558224
1677.59; 0.02457065; 941.4485293056
1679.63; 0.024553085; 941.49851726709
1681.66; 0.024520974; 941.54843985296
1683.70; 0.024481949; 941.59828298848
1685.74; 0.024445254; 941.64805141586
1687.77; 0.024420629; 941.69776970862
1689.81; 0.02441715; 941.74748091788
1691.84; 0.024442101; 941.79724292616
1693.88; 0.024500034; 941.8471228811
1695.92; 0.024592179; 941.89719043615
1697.95; 0.024716348; 941.9475107867
1699.99; 0.024867322; 941.99813850804
1702.02; 0.025037615; 942.04911293098
1704.06; 0.025218359; 942.10045533426
1706.10; 0.025400129; 942.1521678041
1708.13; 0.025573585; 942.204233417
1710.17; 0.025730023; 942.25661752296
1712.20; 0.025861955; 942.30927023118
1714.24; 0.025963893; 942.36213047645
1716.28; 0.02603329; 942.41513200766
1718.31; 0.026071424; 942.46821117683
1720.35; 0.026083851; 942.52131564683
1722.38; 0.026080069; 942.57441241739
1724.42; 0.02607226; 942.62749328871
1726.45; 0.026073305; 942.6805762871
1728.49; 0.026094586; 942.73370261232
1730.53; 0.026144207; 942.78692996233
1732.56; 0.026226134; 942.84032410833
1734.60; 0.026340392; 942.8939508732
1736.63; 0.026484025; 942.94787006329
1738.67; 0.02665222; 943.00213168297
1740.71; 0.026838968; 943.05677350539
1742.74; 0.027036961; 943.11181842427
1744.78; 0.02723688; 943.16727036225
1746.81; 0.027426717; 943.22310879049
1748.85; 0.027591928; 943.27928357556
1750.89; 0.027717052; 943.33571310127
1752.92; 0.027788795; 943.39228869053
1754.96; 0.027799943; 943.44888697604
1756.99; 0.027752832; 943.50538934774
1759.03; 0.027661012; 943.56170478074
1761.07; 0.027548081; 943.61779029612
1763.10; 0.027443514; 943.67366292269
1765.14; 0.027376277; 943.72939865916
1767.17; 0.027367843; 943.7851172246
1769.21; 0.027426575; 943.84095536332
1771.24; 0.027545139; 943.89703488861
1773.28; 0.027701822; 943.95343340733
1775.32; 0.027865509; 944.01016517851
1777.35; 0.028003038; 944.06717694612
1779.39; 0.028086984; 944.1243596208
1781.42; 0.028101834; 944.18157252882
1783.46; 0.02804699; 944.23867378066
1785.50; 0.02793596; 944.29554898466
1787.53; 0.027792116; 944.35213133395
1789.57; 0.027642319; 944.40840870986
1791.60; 0.027510186; 944.46441707411
1793.64; 0.02741077; 944.52022303584
1795.68; 0.027347953; 944.57590110696
1797.71; 0.027315027; 944.6315121451
1799.75; 0.027298063; 944.68708864602
1801.78; 0.027280902; 944.74263020871
1803.82; 0.027250255; 944.79810937663
1805.86; 0.027199432; 944.85348507288
1807.89; 0.02712972; 944.90871884207
1809.93; 0.027049176; 944.96378863025
1811.96; 0.026969377; 945.01869595492
1814.00; 0.026901278; 945.07346463514
1816.04; 0.026851516; 945.12813200447
1818.07; 0.026820308; 945.18273583755
1820.11; 0.026801496; 945.23730137076
1822.14; 0.026784584; 945.29183247138
1824.18; 0.02675797; 945.34630938952
1826.21; 0.026712247; 945.40069321902
1828.25; 0.026642483; 945.45493501556
1830.29; 0.026548862; 945.50898620744
1832.32; 0.026435638; 945.56280688588
1834.36; 0.026308984; 945.61636970681
1836.39; 0.026174623; 945.66965898074
1838.43; 0.026036157; 945.72266635016
1840.47; 0.025894631; 945.77538558458
1842.50; 0.025749373; 945.82780908668
1844.54; 0.025599643; 945.87992775029
1846.57; 0.025446324; 945.9317342708
1848.61; 0.02529294; 945.98322851397
1850.65; 0.025145545; 946.03442267336
1852.68; 0.025011532; 946.08534399425
1854.72; 0.024897788; 946.13603374111
1856.75; 0.024808861; 946.18654244037
1858.79; 0.02474577; 946.2369226933
1860.83; 0.024705791; 946.28722155142
1862.86; 0.024683174; 946.3374743626
1864.90; 0.024670434; 946.38770123649
1866.93; 0.024659679; 946.43790621436
1868.97; 0.024643534; 946.48807832364
1871.00; 0.024615478; 946.53819331324
1873.04; 0.024569706; 946.58821511416
1875.08; 0.024500875; 946.63809678088
1877.11; 0.024404123; 946.68778146967
1879.15; 0.0242756; 946.73720449574
1881.18; 0.024113459; 946.78629741682
1883.22; 0.023918987; 946.83499441078
1885.26; 0.023697367; 946.88324020546
1887.29; 0.02345762; 946.93099789555
1889.33; 0.023211522; 946.97825455048
1891.36; 0.02297163; 947.02502280574
1893.40; 0.022748896; 947.07133759421
1895.44; 0.02255052; 947.11724850618
1897.47; 0.022378655; 947.16280951707
1899.51; 0.022230335; 947.20806856115
1901.54; 0.022098607; 947.25305941731
1903.58; 0.021974514; 947.29779763078
1905.62; 0.021849339; 947.34228099887
1907.65; 0.021716495; 947.38649390769
1909.69; 0.021572626; 947.4304139119
1911.72; 0.021417765; 947.4740186337
1913.76; 0.021254681; 947.5172913296
1915.79; 0.021087737; 947.56022414271
1917.83; 0.020921659; 947.60281883499
1919.87; 0.020760495; 947.64508541022
1921.90; 0.020606936; 947.68703935252
1923.94; 0.020462003; 947.72869822551
1925.97; 0.020325028; 947.77007822921
1928.01; 0.02019384; 947.81119114507
1930.05; 0.020065126; 947.85204201012
1932.08; 0.019934947; 947.89262784189
1934.12; 0.019799396; 947.93293770247
1936.15; 0.019655321; 947.97295424045
1938.19; 0.019500978; 948.01265654941
1940.23; 0.019336403; 948.05202379745
1942.26; 0.019163374; 948.09103877378
1944.30; 0.018984922; 948.12969043692
1946.33; 0.018804525; 948.16797482723
1948.37; 0.01862527; 948.20589426866
1950.41; 0.018449288; 948.24345542754
1952.44; 0.018277698; 948.28066724256
1954.48; 0.018111045; 948.31753976616
1956.51; 0.017950041; 948.3540845008
1958.55; 0.017796202; 948.39031603204
1960.58; 0.017651999; 948.42625397789
1962.62; 0.01752033; 948.46192385762
1964.66; 0.017403398; 948.49735567421
1966.69; 0.017301385; 948.53257980003
1968.73; 0.017211477; 948.56762088088
1970.76; 0.01712774; 948.60249148087
1972.80; 0.017042055; 948.6371876336
1974.84; 0.016945936; 948.67168809705
1976.87; 0.016832688; 948.70595799719
1978.91; 0.016699172; 948.73995606982
1980.94; 0.016546552; 948.77364342188
1982.98; 0.016379731; 948.80699114065
1985.02; 0.016205645; 948.83998443577
1987.05; 0.016031014; 948.87262219658
1989.09; 0.015860324; 948.90491244713
1991.12; 0.015694741; 948.93686558522
1993.16; 0.015532284; 948.96848797453
1995.20; 0.01536912; 948.99977817699
1997.23; 0.01520144; 949.03072699617
1999.27; 0.015027161; 949.06132100002
2001.30; 0.014846842; 949.09154788858
2003.34; 0.014663476; 949.12140145975
2005.37; 0.014481336; 949.15088420964
2007.41; 0.014304353; 949.18000663876
2009.45; 0.01413471; 949.20878368777
2011.48; 0.013972191; 949.23722986331
2013.52; 0.013814555; 949.2653551046
2015.55; 0.013658741; 949.29316312201
2017.59; 0.013502458; 949.32065296138
2019.63; 0.013345527; 949.34782330168
2021.66; 0.013190466; 949.37467795112
2023.70; 0.013042096; 949.40123053337
2025.73; 0.012906275; 949.42750659477
2027.77; 0.012788163; 949.45354219131
2029.81; 0.01269058; 949.47937911705
2031.84; 0.012612919; 949.50505793192
2033.88; 0.012550925; 949.53061053129
2035.91; 0.01249734; 949.55605403599
2037.95; 0.012443205; 949.58138732712
2039.99; 0.012379444; 949.6065908059
2042.02; 0.012298348; 949.63162918097
2044.06; 0.012194677; 949.65645649034
2046.09; 0.012066218; 949.68102226804
2048.13; 0.011913815; 949.70527776751
2050.17; 0.01174097; 949.72918136903
2052.20; 0.011553162; 949.7527026096
2054.24; 0.011357047; 949.77582457692
2056.27; 0.011159644; 949.79854464847
2058.31; 0.010967594; 949.82087372265
2060.34; 0.010786547; 949.84283420072
2062.38; 0.010620716; 949.86445706139
2064.42; 0.01047263; 949.88577843144
2066.45; 0.010343098; 949.90683608702
2068.49; 0.010231383; 949.92766629948
2070.52; 0.010135525; 949.94830135366
2072.56; 0.010052767; 949.96876791998
2074.60; 0.009979974; 949.98908628576
2076.63; 0.009913978; 950.00927028941
2078.67; 0.0098517988; 950.02932770154
2080.70; 0.0097907314; 950.0492607856
2082.74; 0.0097283409; 950.06906684815
2084.78; 0.0096624303; 950.08873872225
2086.81; 0.0095910477; 950.10826526771
2088.85; 0.0095125815; 950.1276320626
2090.88; 0.009425942; 950.14682246704
2092.92; 0.0093307916; 950.16581915355
2094.96; 0.0092277447; 950.18460604532
2096.99; 0.0091184566; 950.20317043605
2099.03; 0.0090055422; 950.22150494267
2101.06; 0.0088923072; 950.23960891278
2103.10; 0.0087823359; 950.25748899071
2105.13; 0.0086790174; 950.27515872103
2107.17; 0.0085851196; 950.29263728358
2109.21; 0.0085025021; 950.30994764404
2111.24; 0.0084320184; 950.32711450588
2113.28; 0.0083736007; 950.34416243414
2115.31; 0.0083264639; 950.3611143961
2117.35; 0.0082893409; 950.37799077879
2119.39; 0.0082606593; 950.39480876821
2121.42; 0.008238615; 950.41158187726
2123.46; 0.0082211484; 950.42831942589
2125.49; 0.008205885; 950.44502589959
2127.53; 0.0081901265; 950.4617002902
2129.57; 0.0081709694; 950.47833567862
2131.60; 0.0081455823; 950.49491938119
2133.64; 0.0081116065; 950.51143391205
2135.67; 0.0080675872; 950.52785882328
2137.71; 0.0080133111; 950.54417323312
2139.75; 0.00794994; 950.56035862489
2141.78; 0.007879877; 950.57640137445
2143.82; 0.0078063787; 950.59229448767
2145.85; 0.0077329937; 950.6080381955
2147.89; 0.007662955; 950.62363931059
2149.92; 0.007598657; 950.63910952046
2151.96; 0.0075413237; 950.65446300465
2154.00; 0.0074909207; 950.66971387265
2156.03; 0.00744631; 950.68487391717
2158.07; 0.0074056035; 950.69995108672
2160.10; 0.0073666428; 950.71494893575
2162.14; 0.0073275241; 950.72986714242
2164.18; 0.0072870793; 950.74470300693
2166.21; 0.0072452297; 950.75945366922
2168.25; 0.0072031307; 950.77411862162
2170.28; 0.0071630485; 950.78870197021
2172.32; 0.0071279489; 950.80321385891
2174.36; 0.0071008409; 950.81767055825
2176.39; 0.0070839931; 950.83209295673
2178.43; 0.0070781957; 950.84650355221
2180.46; 0.0070822714; 950.86092244546
2182.50; 0.0070929962; 950.87536317362
2184.54; 0.0071055065; 950.88982937161
2186.57; 0.0071141389; 950.90431314435
2188.61; 0.007113529; 950.91879567543
2190.64; 0.0070997124; 950.9332500771
2192.68; 0.0070709624; 950.94764594631
2194.71; 0.0070281656; 950.96195468497
2196.75; 0.0069746555; 950.97615448155
2198.79; 0.0069155608; 950.99023396647
2200.82; 0.0068568375; 951.00419389589
2202.86; 0.0068042077; 951.01804667562
2204.89; 0.0067622258; 951.03181398369
2206.93; 0.0067336359; 951.04552308515
2208.97; 0.0067191058; 951.05920260468
2211.00; 0.0067173414; 951.07287853214
2213.04; 0.0067255226; 951.08657111565
2215.07; 0.0067399587; 951.1002930898
2217.11; 0.0067568385; 951.11404942992
2219.15; 0.0067729377; 951.12783854645
2221.18; 0.0067861525; 951.14165456725
2223.22; 0.0067957564; 951.15549014073
2225.25; 0.006802321; 951.16933907926
2227.29; 0.0068073205; 951.18319819624
2229.33; 0.0068125136; 951.1970678859
2231.36; 0.0068192664; 951.21095132379
2233.40; 0.0068280008; 951.22485254413
2235.43; 0.0068379258; 951.23877397094
2237.47; 0.0068471323; 951.25271414131
2239.51; 0.0068530243; 951.26666630743
2241.54; 0.0068529676; 951.28061835799
2243.58; 0.006844976; 951.29455413832
2245.61; 0.0068282621; 951.3084558906
2247.65; 0.0068035271; 951.32230728453
2249.68; 0.0067729491; 951.33609642445
2251.72; 0.006739908; 951.34981829549
2253.76; 0.0067085343; 951.36347629232
2255.79; 0.0066831861; 951.37708268245
2257.83; 0.0066679377; 951.39065802813
2259.86; 0.0066661329; 951.40422969941
2261.90; 0.0066800305; 951.4178296649
2263.94; 0.0067105543; 951.43149177424
2265.97; 0.0067571624; 951.44524877369
2268.01; 0.00681785; 951.45912932789
2270.04; 0.0068892986; 951.47315534525
2272.08; 0.0069671677; 951.48733989745
2274.12; 0.0070465062; 951.50168597588
2276.15; 0.0071222397; 951.51618624124
2278.19; 0.0071896849; 951.53082381915
2280.22; 0.0072450389; 951.54557409298
2282.26; 0.0072857999; 951.56040735272
2284.30; 0.0073110743; 951.575292069
2286.33; 0.0073217205; 951.59019846012
2288.37; 0.0073202761; 951.60510191055
2290.40; 0.0073106249; 951.61998571182
2292.44; 0.0072973998; 951.63484258808
2294.47; 0.007285186; 951.64967459804
2296.51; 0.0072776651; 951.66449129602
2298.55; 0.007276906; 951.67930644866
2300.58; 0.0072830105; 951.69413402943
2302.62; 0.007294254; 951.70898450109
2304.65; 0.0073077327; 951.72386241411
2306.69; 0.0073203629; 951.73876604124
2308.73; 0.0073299548; 951.75368919656
2310.76; 0.0073360294; 951.76862471934
2312.80; 0.0073401158; 951.78356856156
2314.83; 0.0073454157; 951.79852319409
2316.87; 0.0073559288; 951.81349923022
2318.91; 0.007375298; 951.82851470037
2320.94; 0.0074057269; 951.84359212117
2322.98; 0.0074472856; 951.85875415185
2325.01; 0.0074977948; 951.8740190149
2327.05; 0.0075532977; 951.88939687718
2329.09; 0.0076089621; 951.90488806732
2331.12; 0.0076601539; 951.92048347952
2333.16; 0.0077034106; 951.9361669586
2335.19; 0.0077371004; 951.95191902732
2337.23; 0.0077616553; 951.96772108757
2339.26; 0.0077793662; 951.98355920575
2341.30; 0.0077938123; 951.99942673492
2343.34; 0.0078090438; 952.01532527405
2345.37; 0.007828673; 952.03126377668
2347.41; 0.0078550461; 952.04725597263
2349.44; 0.0078886721; 952.06331662818
2351.48; 0.0079280656; 952.07945748543
2353.52; 0.0079700892; 952.09568389917
2355.55; 0.0080107679; 952.11199313135
2357.59; 0.008046403; 952.12837491344
2359.62; 0.00807469; 952.14481428549
2361.66; 0.0080954967; 952.16129601808
2363.70; 0.0081110193; 952.17780935336
2365.73; 0.0081252171; 952.19435159415
2367.77; 0.0081426636; 952.21092935448
2369.80; 0.0081671741; 952.22755701609
2371.84; 0.0082006738; 952.24425288028
2373.88; 0.0082427074; 952.26103432123
2375.91; 0.0082907679; 952.27791360908
2377.95; 0.0083413169; 952.29489581034
2379.98; 0.008391098; 952.31197936169
2382.02; 0.0084382225; 952.32915885447
2384.05; 0.0084825945; 952.34642868477
2386.09; 0.0085255116; 952.36378589066
2388.13; 0.0085686261; 952.38123087381
2390.16; 0.0086127341; 952.39876565708
2392.20; 0.0086569578; 952.41639047607
2394.23; 0.0086987381; 952.43410035613
2396.27; 0.0087347232; 952.45188349872
2398.31; 0.0087622468; 952.46972267698
2400.34; 0.0087808046; 952.48759963735
2402.38; 0.008792887; 952.50550119637
2404.41; 0.0088037416; 952.52342485452
2406.45; 0.008820047; 952.54138170905
2408.49; 0.0088479139; 952.55939529806
2410.52; 0.0088909234; 952.57749645088
2412.56; 0.008948932; 952.59571570411
2414.59; 0.0090181061; 952.61407578981
2416.63; 0.0090922049; 952.63258673425
2418.67; 0.0091646662; 952.65124520367
2420.70; 0.0092307652; 952.67003824495
2422.74; 0.0092891065; 952.68895006405
2424.77; 0.0093419797; 952.70796952842
2426.81; 0.0093945397; 952.72709600049
2428.85; 0.0094531917; 952.74634188292
2430.88; 0.0095238027; 952.76573152328
2432.92; 0.0096103466; 952.7852973595
2434.95; 0.0097143385; 952.80507491432
2436.99; 0.0098350576; 952.82509824283
2439.02; 0.0099702453; 952.8453968018
2441.06; 0.010116834; 952.86599380264
2443.10; 0.010271347; 952.88690537887
2445.13; 0.010429859; 952.90813967214
2447.17; 0.010587688; 952.92969529063
2449.20; 0.010739169; 952.95155931091
2451.24; 0.010877862; 952.97370569854
2453.28; 0.010997343; 952.99609533952
2455.31; 0.01109245; 953.01867860948
2457.35; 0.011160603; 953.0414006335
2459.38; 0.011202725; 953.06420841409
2461.42; 0.011223373; 953.08705823334
2463.46; 0.011229976; 953.10992149473
2465.49; 0.011231357; 953.13278756913
2467.53; 0.011236001; 953.15566309744
2469.56; 0.011250547; 953.17856823974
2471.60; 0.011278927; 953.2015311623
2473.64; 0.011322282; 953.22458235037
2475.67; 0.01137952; 953.24775007109
2477.71; 0.011448217; 953.27105765384
2479.74; 0.011525467; 953.29452250896
2481.78; 0.011608432; 953.31815627411
2483.81; 0.011694537; 953.34196534228
2485.85; 0.011781412; 953.3659512809
2487.89; 0.01186683; 953.39011112336
2489.92; 0.011948848; 953.41443794747
2491.96; 0.012026236; 953.43892232516
2493.99; 0.012099093; 953.46355503453
2496.03; 0.012169423; 953.48833092903
2498.07; 0.012241345; 953.51325325146
2500.10; 0.012320737; 953.53833720846
2502.14; 0.012414223; 953.56361149512
2504.17; 0.012527681; 953.58911677338
2506.21; 0.012664604; 953.61490081497
2508.25; 0.012824769; 953.64101093727
2510.28; 0.013003642; 953.66748522987
2512.32; 0.013192797; 953.69434462534
2514.35; 0.013381358; 953.721587916
2516.39; 0.013558224; 953.74919128973
2518.43; 0.013714555; 953.77711293947
2520.46; 0.013845912; 953.80530202182
2522.50; 0.013953442; 953.83371002598
2524.53; 0.014043709; 953.86230180623
2526.57; 0.014127115; 953.89106339341
2528.60; 0.014215211; 953.92000433619
2530.64; 0.014317547; 953.94915362522
2532.68; 0.014438869; 953.97854991685
2534.71; 0.014577457; 954.00822836147
2536.75; 0.014725106; 954.03820740705
2538.78; 0.014868878; 954.06847915905
2540.82; 0.014994236; 954.09900612862
2542.86; 0.015088813; 954.12972564929
2544.89; 0.015145845; 954.16056128194
2546.93; 0.015166357; 954.19143867539
2548.96; 0.015159499; 954.22230210717
2551.00; 0.015140883; 954.25312763885
2553.04; 0.015129293; 954.28392957305
2555.07; 0.015142555; 954.31475850869
2557.11; 0.01519359; 954.34569134651
2559.14; 0.015287596; 954.37681557258
2561.18; 0.01542107; 954.40821154078
2563.22; 0.015582877; 954.43993693415
2565.25; 0.015757084; 954.47201699738
2567.29; 0.015926832; 954.50444265325
2569.32; 0.016078273; 954.53717662905
2571.36; 0.016203589; 954.57016573864
2573.39; 0.016302394; 954.603356006
2575.43; 0.016381217; 954.63670674906
2577.47; 0.016451311; 954.67020019886
2579.50; 0.016525433; 954.70384455442
2581.54; 0.016614466; 954.73767017414
2583.57; 0.01672477; 954.77172036179
2585.61; 0.016856841; 954.80603943528
2587.65; 0.017005502; 954.84066116908
2589.68; 0.017161376; 954.87560024946
2591.72; 0.017313142; 954.91084831219
2593.75; 0.017449923; 954.94637485025
2595.79; 0.017563292; 954.98213219717
2597.83; 0.017648579; 955.0180631816
2599.86; 0.017705453; 955.05410995687
2601.90; 0.017737891; 955.09022277123
2603.93; 0.017753709; 955.12636779068
2605.97; 0.01776377; 955.16253329373
2608.01; 0.017780844; 955.1987335584
2610.04; 0.017818104; 955.23500968093
2612.08; 0.01788728; 955.27142663924
2614.11; 0.01799669; 955.30806634727
2616.15; 0.018149553; 955.34501727046
2618.19; 0.018343073; 955.38236218307
2620.22; 0.018568702; 955.42016645872
2622.26; 0.018813684; 955.45846949491
2624.29; 0.019063562; 955.49728126206
2626.33; 0.01930503; 955.53658463678
2628.36; 0.019528292; 955.57634255364
2630.40; 0.019728307; 955.61650768499
2632.44; 0.019904661; 955.65703185662
2634.47; 0.020060321; 955.69787293794
2636.51; 0.020199948; 955.73899828971
2638.54; 0.020328535; 955.78038543277
2640.58; 0.02045091; 955.82202172051
2642.62; 0.020572199; 955.86390494215
2644.65; 0.020698779; 955.90604587047
2646.69; 0.020838961; 955.94847219757
2648.72; 0.021002665; 955.99123181174
2650.76; 0.021199765; 956.03439270442
2652.80; 0.021437393; 956.07803738714
2654.83; 0.021717053; 956.12225143328
2656.87; 0.022032654; 956.16710801523
2658.90; 0.022370382; 956.2126521831
2660.94; 0.02271076; 956.25888932968
2662.98; 0.023032468; 956.30578144728
2665.01; 0.023316901; 956.35325264549
2667.05; 0.023552112; 956.40120271348
2669.08; 0.023735051; 956.44952522991
2671.12; 0.023871541; 956.49812562771
2673.15; 0.023974192; 956.54693501431
2675.19; 0.024059053; 956.59591716983
2677.23; 0.024142057; 956.64506831403
2679.26; 0.024236212; 956.69441114907
2681.30; 0.024350056; 956.74398576178
2683.33; 0.024487418; 956.79384003223
2685.37; 0.024648126; 956.84402148931
2687.41; 0.024829183; 956.89457156394
2689.44; 0.025026022; 956.94552238391
2691.48; 0.025233624; 956.99689586482
2693.51; 0.025447519; 957.04870481734
2695.55; 0.025664657; 957.10095584374
2697.59; 0.025884113; 957.1536536638
2699.62; 0.02610741; 957.20680609665
2701.66; 0.026338195; 957.26042838953
2703.69; 0.026581125; 957.31454526507
2705.73; 0.026840047; 957.36918928357
2707.77; 0.027115946; 957.42439500868
2709.80; 0.027405297; 957.48018982871
2711.84; 0.027699519; 957.53658365893
2713.87; 0.027985923; 957.59356058245
2715.91; 0.028250116; 957.65107538042
2717.94; 0.028479308; 957.70905679311
2719.98; 0.028665637; 957.76741755707
2722.02; 0.028808587; 957.82606935385
2724.05; 0.028915787; 957.8849394003
2726.09; 0.029001982; 957.94398493254
2728.12; 0.029086425; 958.0032023833
2730.16; 0.029189356; 958.0626293924
2732.20; 0.029328399; 958.12233948112
2734.23; 0.029515648; 958.18243079364
2736.27; 0.029755986; 958.24301141401
2738.30; 0.03004687; 958.30418424753
2740.34; 0.030379518; 958.36603432416
2742.38; 0.030741198; 958.42862075044
2744.41; 0.031118116; 958.49197454972
2746.45; 0.031498333; 958.55610243741
2748.48; 0.031874099; 958.62099535125
2750.52; 0.032243097; 958.68663951506
2752.56; 0.032608305; 958.75302721072
2754.59; 0.032976484; 958.82016448565
2756.63; 0.033355698; 958.88807380821
2758.66; 0.033752533; 958.95679105258
2760.70; 0.034169777; 959.02635777043
2762.73; 0.034605208; 959.09681098672
2764.77; 0.035051742; 959.16817330858
2766.81; 0.035498791; 959.24044578263
2768.84; 0.035934271; 959.31360485697
2770.88; 0.036346638; 959.38760347573
2772.91; 0.036726433; 959.4623753241
2774.95; 0.037067198; 959.53784094055
2776.99; 0.037365974; 959.61391483811
2779.02; 0.037623748; 959.69051354124
2781.06; 0.037846107; 959.76756494925
2783.09; 0.038043964; 959.84501917629
2785.13; 0.0382338; 959.92285989423
2787.17; 0.038436679; 960.00111365495
2789.20; 0.038675449; 960.07985353114
2791.24; 0.038970232; 960.15919356091
2793.27; 0.039333102; 960.23927236166
2795.31; 0.039763587; 960.32022759371
2797.35; 0.040246817; 960.4021666401
2799.38; 0.040755557; 960.48514143779
2801.42; 0.041256215; 960.56913553181
2803.45; 0.04171742; 960.65406859881
2805.49; 0.042118638; 960.7398185098
2807.52; 0.042455934; 960.82625512715
2809.56; 0.042742715; 960.91327560577
2811.60; 0.043004871; 961.00082981262
2813.63; 0.043271729; 961.08892731885
2815.67; 0.043565786; 961.1776234986
2817.70; 0.043894804; 961.26698953207
2819.74; 0.04424912; 961.35707692229
2821.78; 0.044605207; 961.44788927435
2823.81; 0.044934302; 961.53937163517
2825.85; 0.045213022; 961.63142144591
2827.88; 0.045432149; 961.72391737992
2829.92; 0.045600428; 961.81675591537
2831.96; 0.045742077; 961.90988283674
2833.99; 0.045889039; 962.00330896036
2836.03; 0.046070932; 962.09710540269
2838.06; 0.046306437; 962.19138131124
