2.249744 0.528422 -0.171166
2.219138 1.201242 -0.128433
2.234302 1.806196 -0.079859
2.272226 1.742624 -0.069099
2.285820 1.049037 -0.098963
1.630881 1.046513 0.514229
0.321948 1.064841 0.490858
0.972164 1.046402 -0.239078
0.336110 1.014511 -0.283070
0.322262 1.032551 -0.294888
-0.308619 1.729243 -0.272275
-0.900451 2.430334 -0.248557
-0.856306 1.788912 -0.254481
-0.834720 2.415590 -0.280448
-0.836122 2.449260 -0.925807
-0.835784 1.867093 -0.892424
-0.818010 1.276427 -0.253457
0.406523 1.271280 -0.927073
0.396087 1.269509 -0.952641
-0.183762 2.557974 -0.932932
-0.212056 3.227856 -0.247909
0.417561 1.909072 0.400505
0.413935 1.845093 1.597409
0.412698 2.471237 1.585223
0.386091 2.475172 1.600286
0.359911 2.477086 1.649153
1.037346 1.801573 1.678231
1.091825 1.064096 1.016724
1.124608 2.248465 0.981122
1.097735 2.313290 0.965819
1.068879 2.999597 1.001099
1.080045 2.353223 -0.128516
0.508022 2.298586 -0.101126
0.518149 2.928280 -0.098670
0.474515 1.690697 -0.064908
1.038950 1.732649 -0.006135
0.390939 1.713045 -1.227708
0.995943 1.696815 -0.608135
0.982495 1.066886 -0.659426
0.949324 0.519279 -1.319472
0.319957 0.555550 -1.281667
0.321711 0.529315 -1.279192
1.604739 0.475603 -0.116530
1.582346 0.463114 -0.153291
1.578862 2.497715 -0.101418
1.589078 3.103517 -0.037469
1.603491 3.680477 -0.035090
1.606064 3.659732 -0.719230
1.609403 3.695302 -0.733359
1.621623 3.763754 -0.658972
1.639533 4.426575 -0.582677
1.657678 4.405983 -0.612580
1.666687 4.366943 -0.693490
1.678629 4.348829 0.201908
2.317594 4.372327 0.257077
2.319170 3.168573 1.490756
1.711583 2.498737 1.485370
1.673988 2.496169 0.805100
1.628554 1.889691 0.841021
1.615263 1.958085 0.879752
1.059096 2.012541 0.242450
1.117277 1.330459 0.850514
1.741767 1.301199 0.815272
2.948603 0.647834 0.823242
2.340929 0.704706 0.819464
2.368175 1.413043 0.794445
2.384140 2.577229 0.766012
1.758079 2.504353 0.777523
1.737085 2.485029 1.475491
1.721048 2.538190 0.910309
2.343537 2.574269 0.300701
2.363280 2.520111 0.292449
2.364531 2.486261 0.952021
2.342293 2.458317 0.992727
2.311487 2.491822 0.970972
2.273932 2.502865 0.922271
2.259563 1.760089 0.899972
2.256545 2.295040 0.921317
1.617867 2.269590 0.941326
1.578172 1.126570 0.910009
1.545990 1.784887 0.852027
1.556474 1.747305 0.804536
1.588051 1.032048 0.791026
0.977148 1.035474 0.762037
1.556266 1.069178 0.076116
1.505763 0.499004 -0.011081
1.494171 0.505957 1.225496
1.509704 -0.141268 1.245847
0.865244 -0.092977 1.251344
0.812039 -0.050805 1.197645
0.780377 -0.038096 3.071770
0.802572 -0.063014 3.644793
0.841982 -0.079542 3.653872
1.476270 -0.645842 2.350730
1.436876 -0.611046 2.901790
1.436696 0.047471 2.869423
1.494216 0.034692 2.919130
2.169444 0.653005 3.644911
2.149169 0.053649 3.626195
2.115486 -0.567470 3.556749
1.510487 0.019536 2.923406
1.583051 -0.045909 2.979677
1.613569 -0.156029 3.022337
1.588462 1.074695 2.985936
1.575280 1.062486 2.937161
2.760894 1.606657 2.959749
1.535582 1.547535 4.313785
2.170295 2.190805 4.367402
0.333008 2.226276 4.336958
0.331450 1.621885 3.643015
0.998499 1.658111 3.078619
1.045318 1.660464 3.145041
0.430837 1.635396 3.158523
-0.165135 2.269841 3.099160
0.448535 2.225958 3.688947
1.118257 0.992657 3.721629
1.132655 1.692844 3.769600
1.126243 1.082747 3.743686
0.522944 1.040932 3.683226
0.555285 0.423220 3.677780
2.439646 0.433476 4.398688
1.799267 1.099868 3.822553
1.773440 0.411534 3.820947
1.756333 0.341324 3.186667
1.110823 0.935833 3.264549
1.115921 1.549645 2.687763
1.723737 0.970305 3.345359
1.682635 0.953377 4.006784
1.639201 0.891802 3.993068
1.666624 0.824044 4.711605
1.676283 0.838449 4.158629
0.367898 0.879513 4.175003
0.288542 0.851799 4.129645
0.255971 0.785100 4.718976
0.260474 0.770688 4.759050
0.236434 1.498185 4.776969
0.139523 1.572060 5.363374
0.065134 1.550628 5.875793
0.044757 1.535082 5.787792
0.085309 1.564316 5.788102
0.733731 1.633069 5.814968
0.667982 1.683726 5.806455
1.275767 1.691691 5.773570
1.935364 1.027681 5.793689
2.009352 0.399684 5.212745
2.032071 -0.201391 4.613778
1.976331 -0.171279 4.573567
2.564900 0.454427 3.890546
2.630044 -0.207248 3.906109
1.463886 -0.194228 3.984358
1.470830 -0.187942 4.041819
1.413570 -0.212967 4.029124
1.390806 0.329251 4.005709
1.460229 0.950538 4.043463
2.181157 0.306500 4.122332
2.177945 -0.242873 4.149683
2.100368 -0.249287 4.080586
2.716356 -0.271703 4.620821
2.751391 -0.873720 4.596335
2.128421 -0.842388 4.635227
2.108747 -1.401124 4.654854
2.039043 -1.348738 4.629634
2.643282 -0.691839 4.602952
2.688430 -1.332526 3.972098
3.400193 -0.733839 3.997047
2.176299 -0.718187 3.350617
2.121191 -1.332547 2.636197
2.105975 -0.042096 2.597466
0.878807 -0.083083 3.860270
0.307182 -0.124017 3.910572
0.329747 -0.150516 3.927176
0.309403 0.490674 3.292064
-0.373186 0.436719 3.277668
-0.346664 1.043609 2.704719
-0.309246 1.024489 2.121026
-0.313980 0.376502 2.077685
0.322588 0.408779 2.572076
0.312606 0.415323 2.501862
0.958889 0.414308 3.173234
0.982168 -0.262160 3.225538
0.342450 -0.227886 1.922867
0.986561 0.491082 1.842291
1.006543 -0.166989 1.824362
1.040484 -0.878468 1.897567
1.720492 -0.934872 1.948349
1.702628 -0.949447 2.586286
1.664652 -0.914831 3.120775
1.637797 -0.209958 3.088446
